"release.id","url"
"344123","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=344123"
"344115","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=344115"
"344099","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=344099"
"344078","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=344078"
"344069","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=344069"
"344061","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=344061"
"344053","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=344053"
"344020","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=344020"
"343975","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=343975"
"342977","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=342977"
"342975","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=342975"
"342936","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=342936"
"342926","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=342926"
"342913","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=342913"
"342910","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=342910"
"342889","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=342889"
"342894","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=342894"
"342878","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=342878"
"342873","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=342873"
"342870","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=342870"
"342860","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=342860"
"342841","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=342841"
"342808","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=342808"
"342805","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=342805"
"342795","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=342795"
"342782","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=342782"
"342750","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=342750"
"342717","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=342717"
"341619","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=341619"
"341610","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=341610"
"341593","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=341593"
"341588","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=341588"
"341570","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=341570"
"341513","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=341513"
"342784","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=342784"
"341501","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=341501"
"341490","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=341490"
"341470","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=341470"
"341423","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=341423"
"341362","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=341362"
"341353","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=341353"
"341301","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=341301"
"341279","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=341279"
"341267","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=341267"
"341170","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=341170"
"341164","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=341164"
"341153","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=341153"
"341126","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=341126"
"341102","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=341102"
"341113","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=341113"
"341080","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=341080"
"342783","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=342783"
"341042","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=341042"
"341023","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=341023"
"341005","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=341005"
"340967","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=340967"
"339950","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=339950"
"339948","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=339948"
"339919","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=339919"
"339851","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=339851"
"339729","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=339729"
"339678","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=339678"
"339652","http://www.crapo.senate.gov/media/newsreleases/release_full.cfm?id=339652"
